Title,Director,Budget (INR Crores),Duration (mins),Genre
She's Gotta Have It,Spike Lee,1.45,84,Comedy
8 Million Ways to Die,Hal Ashby,149.4,115,Action
Down by Law,Jim Jarmusch,9.13,107,Comedy
Poltergeist II: the Other Side,Brian Gibson,157.7,91,Horror
Allan Quatermain and the Lost City of Gold,Gary Nelson,107.9,99,Action
Children of a Lesser God,Randa Haines,87.15,119,Drama
Invaders from Mars,Tobe Hooper,99.6,100,Horror
Down and Out in Beverly Hills,Paul Mazursky,116.2,103,Comedy
April Fool's Day,Fred Walton,41.5,89,Horror
The Big Easy,Jim McBride,70.55,102,Comedy
Pirates,Roman Polanski,332.0,121,Action
No Mercy,Richard Pearce,116.2,106,Crime
Lady Jane,Trevor Nunn,70.55,136,Biography
Club Paradise,Harold Ramis,124.5,96,Comedy
Armed and Dangerous,Mark L. Lester,99.6,88,Action
F/X,Robert Mandel,83.0,109,Action
King Kong Lives,John Guillermin,83.0,105,Action
Wise Guys,Brian De Palma,107.9,100,Comedy
Solarbabies,Alan Johnson,207.5,94,Action
The Manhattan Project,Marshall Brickman,149.4,117,Sci-Fi
Gung Ho,Ron Howard,149.4,111,Comedy
Murphy's Law,J. Lee Thompson,49.8,100,Action
Band of the Hand,Paul Michael Glaser,72.21,109,Action
Vamp,Richard Wenk,27.39,93,Comedy
Haunted Honeymoon,Gene Wilder,107.9,82,Comedy
Tough Guys,Jeff Kanew,83.0,104,Comedy
The Best of Times,Roger Spottiswoode,99.6,104,Comedy
Firewalker,J. Lee Thompson,66.4,105,Action
Witchboard,Kevin Tenney,16.6,98,Horror
Legal Eagles,Ivan Reitman,332.0,116,Comedy
"Jo Jo Dancer, Your Life Is Calling",Richard Pryor,116.2,97,Biography
The Morning After,Sidney Lumet,124.5,103,Crime
Crimes of the Heart,Bruce Beresford,166.0,105,Comedy
Avenging Force,Sam Firstenberg,33.2,104,Action
Heat,Dick Richards,141.1,101,Action
Shanghai Surprise,Jim Goddard,141.1,97,Adventure
Power,Sidney Lumet,132.8,111,Drama
Brighton Beach Memoirs,Gene Saks,149.4,108,Comedy
Violets Are Blue...,Jack Fisk,83.0,88,Drama
Tai-Pan,Daryl Duke,207.5,127,Adventure
Blue City,Michelle Manning,83.0,83,Action
Sky Bandits,Zoran Perisic,149.4,105,Action
Born American,Renny Harlin,28.23,95,Action
Man Facing Southeast,Eliseo Subiela,4.98,105,Drama
Armed Response,Fred Olen Ray,12.45,86,Action
Native Son,Jerrold Freedman,16.6,111,Drama
The Princess Bride,Rob Reiner,132.8,98,Adventure
Full Metal Jacket,Stanley Kubrick,249.0,116,Drama
Predator,John McTiernan,124.5,107,Action
RoboCop,Paul Verhoeven,107.9,102,Action
Dirty Dancing,Emile Ardolino,49.8,100,Drama
Adventures in Babysitting,Chris Columbus,58.1,102,Adventure
The Untouchables,Brian De Palma,207.5,119,Crime
Spaceballs,Mel Brooks,188.41,96,Adventure
Raising Arizona,Joel Coen,49.8,94,Comedy
Lethal Weapon,Richard Donner,124.5,109,Action
Near Dark,Kathryn Bigelow,41.5,94,Action
Mannequin,Michael Gottlieb,49.8,90,Comedy
Masters of the Universe,Gary Goddard,182.6,106,Action
Fatal Attraction,Adrian Lyne,116.2,119,Drama
Empire of the Sun,Steven Spielberg,290.5,153,Action
No Way Out,Roger Donaldson,124.5,114,Action
The Witches of Eastwick,George Miller,182.6,118,Comedy
The Running Man,Paul Michael Glaser,224.1,101,Action
Black Widow,Bob Rafelson,87.15,102,Crime
Angel Heart,Alan Parker,141.1,113,Horror
Moonstruck,Norman Jewison,124.5,102,Comedy
Jaws: the Revenge,Joseph Sargent,190.9,89,Adventure
Wall Street,Oliver Stone,124.5,126,Crime
"Good Morning, Vietnam",Barry Levinson,107.9,121,Biography
A Nightmare on Elm Street 3: Dream Warriors,Chuck Russell,37.35,96,Fantasy
"Planes, Trains & Automobiles",John Hughes,249.0,93,Comedy
Overboard,Garry Marshall,182.6,112,Comedy
Beverly Hills Cop II,Tony Scott,232.4,100,Action
Superman IV: The Quest for Peace,Sidney J. Furie,141.1,90,Action
The Secret of My Success,Herbert Ross,99.6,111,Comedy
Evil Dead II,Sam Raimi,29.88,84,Comedy
Innerspace,Joe Dante,224.1,120,Action
The Living Daylights,John Glen,332.0,130,Action
Over the Top,Menahem Golan,207.5,93,Action
Three Men and a Baby,Leonard Nimoy,91.3,102,Comedy
La Bamba,Luis Valdez,53.95,108,Biography
The Monster Squad,Fred Dekker,99.6,79,Action
Prince of Darkness,John Carpenter,24.9,102,Horror
Broadcast News,James L. Brooks,166.0,133,Comedy
Harry and the Hendersons,William Dear,83.0,110,Comedy
Creepshow 2,Michael Gornick,29.05,92,Fantasy
*batteries not included,Matthew Robbins,207.5,106,Comedy
Roxanne,Fred Schepisi,99.6,107,Comedy
Dragnet,Tom Mankiewicz,166.0,106,Comedy
Throw Momma from the Train,Danny DeVito,116.2,88,Comedy
Teen Wolf Too,Christopher Leitch,24.9,95,Comedy
Ernest Goes to Camp,John R. Cherry III,29.05,92,Comedy
Cherry 2000,Steve De Jarnatt,83.0,99,Action
The Hidden,Jack Sholder,41.5,97,Horror
The Bedroom Window,Curtis Hanson,68.89,112,Crime
Barfly,Barbet Schroeder,24.9,100,Comedy
Maid to Order,Amy Holden Jones,24.9,93,Fantasy
Blind Date,Blake Edwards,149.4,95,Comedy
No Man's Land,Peter Werner,66.4,106,Crime
Ishtar,Elaine May,456.5,107,Action
Tough Guys Don't Dance,Norman Mailer,41.5,110,Comedy
The Garbage Pail Kids Movie,Rod Amateau,8.3,100,Adventure
Radio Days,Woody Allen,132.8,88,Comedy
Project X,Jonathan Kaplan,149.4,108,Comedy
Three O'Clock High,Phil Joanou,49.8,101,Comedy
The Barbarians,Ruggero Deodato,33.2,87,Action
The Believers,John Schlesinger,107.9,114,Crime
Death Wish 4: The Crackdown,J. Lee Thompson,41.5,99,Action
Cry Freedom,Richard Attenborough,240.7,157,Biography
Assassination,Peter R. Hunt,41.5,88,Action
The Pick-up Artist,James Toback,124.5,81,Comedy
Someone to Watch Over Me,Ridley Scott,106.24,106,Crime
Ironweed,Hector Babenco,224.1,143,Drama
Who's That Girl,James Foley,141.1,92,Comedy
Extreme Prejudice,Walter Hill,182.6,104,Action
Matewan,John Sayles,33.2,135,Drama
Suspect,Peter Yates,120.35,121,Crime
The Fourth Protocol,John Mackenzie,49.8,119,Thriller
Hiding Out,Bob Giraldi,58.1,98,Comedy
Made in Heaven,Alan Rudolph,107.9,103,Comedy
Date with an Angel,Tom McLoughlin,66.4,105,Comedy
Critical Condition,Michael Apted,116.2,97,Comedy
Like Father Like Son,Rod Daniel,87.15,100,Comedy
Steel Dawn,Lance Hool,29.22,100,Action
Tin Men,Barry Levinson,91.3,112,Comedy
Prison,Renny Harlin,33.2,102,Crime
Street Smart,Jerry Schatzberg,41.5,97,Crime
The House on Carroll Street,Peter Yates,116.2,101,Thriller
The Principal,Christopher Cain,91.3,109,Action
American Ninja 2: The Confrontation,Sam Firstenberg,2.9,90,Action
A Prayer for the Dying,Mike Hodges,49.8,107,Action
Slam Dance,Wayne Wang,37.35,92,Crime
Rampage,William Friedkin,62.25,97,Drama
The Sicilian,Michael Cimino,74.7,115,Action
"Silent Night, Deadly Night Part 2",Lee Harry,0.83,88,Horror
Creepozoids,David DeCoteau,0.62,72,Horror
The Outing,Tom Daley,16.6,87,Horror
Leonard Part 6,Paul Weiland,199.2,85,Action
White Mischief,Michael Radford,43.99,107,Crime
Hollywood Shuffle,Robert Townsend,0.83,78,Comedy
Nuts,Martin Ritt,207.5,116,Drama
Walker,Alex Cox,48.14,94,Biography
Malone,Harley Cokeliss,83.0,92,Action
Straight to Hell,Alex Cox,8.3,86,Action
Five Corners,Tony Bill,45.65,90,Crime
The Squeeze,Roger Young,157.7,101,Action
Nadine,Robert Benton,99.6,83,Comedy
Personal Services,Terry Jones,165.15,105,Comedy
In the Mood,Phil Alden Robinson,58.1,98,Comedy
Surrender,Jerry Belson,124.5,105,Comedy
September,Woody Allen,83.0,83,Drama
"Sister, Sister",Bill Condon,33.2,91,Drama
Million Dollar Mystery,Richard Fleischer,83.0,95,Comedy
Die Hard,John McTiernan,232.4,132,Action
Midnight Run,Martin Brest,249.0,126,Action
Beetlejuice,Tim Burton,124.5,92,Comedy
Big,Penny Marshall,149.4,104,Comedy
Rain Man,Barry Levinson,207.5,133,Drama
Running on Empty,Sidney Lumet,58.1,116,Crime
They Live,John Carpenter,33.2,94,Action
Willow,Ron Howard,290.5,126,Action
Crocodile Dundee II,John Cornell,116.2,108,Action
Heathers,Michael Lehmann,24.9,103,Comedy
Coming to America,John Landis,323.7,117,Comedy
Who Framed Roger Rabbit,Robert Zemeckis,581.0,104,Animation
Mystic Pizza,Donald Petrie,49.8,104,Comedy
Cinema Paradiso,Giuseppe Tornatore,41.5,155,Drama
Mississippi Burning,Alan Parker,124.5,128,Crime
Child's Play,Tom Holland,74.7,87,Fantasy
Twins,Ivan Reitman,124.5,107,Comedy
The Naked Gun: from the Files of Police Squad!,David Zucker,99.6,85,Comedy
The Great Outdoors,Howard Deutch,199.2,91,Comedy
Cocktail,Roger Donaldson,166.0,104,Comedy
My Neighbor Totoro,Hayao Miyazaki,30.71,86,Animation
Young Guns,Christopher Cain,107.9,107,Action
A Fish Called Wanda,Charles Crichton,62.25,108,Comedy
Working Girl,Mike Nichols,232.4,113,Comedy
Bloodsport,Newt Arnold,9.13,92,Action
The Last Temptation of Christ,Martin Scorsese,58.1,164,Drama
Married to the Mob,Jonathan Demme,83.0,104,Comedy
The Land Before Time,Don Bluth,103.75,69,Animation
Rambo III,Peter MacDonald,522.9,102,Action
The Accused,Jonathan Kaplan,107.9,111,Crime
Dangerous Liaisons,Stephen Frears,116.2,119,Drama
Earth Girls Are Easy,Julien Temple,83.0,100,Comedy
Hairspray,John Waters,16.6,92,Comedy
Dead Ringers,David Cronenberg,107.9,116,Drama
Bull Durham,Ron Shelton,58.1,108,Comedy
The Unbearable Lightness of Being,Philip Kaufman,141.1,171,Drama
The Blob,Chuck Russell,157.7,95,Horror
Oliver & Company,George Scribner,257.3,74,Animation
Beaches,Garry Marshall,166.0,123,Comedy
Red Heat,Walter Hill,240.7,104,Action
A Nightmare on Elm Street 4: The Dream Master,Renny Harlin,107.9,93,Horror
The Adventures of Baron Munchausen,Terry Gilliam,387.03,126,Adventure
Killer Klowns from Outer Space,Stephen Chiodo,16.6,88,Comedy
Halloween 4: The Return of Michael Myers,Dwight H. Little,41.5,88,Horror
Elvira: Mistress of the Dark,James Signorelli,62.25,96,Comedy
Mac and Me,Stewart Raffill,107.9,99,Adventure
Above the Law,Andrew Davis,62.25,99,Action
Scrooged,Richard Donner,265.6,101,Comedy
The Dead Pool,Buddy Van Horn,257.3,91,Action
I'm Gonna Git You Sucka,Keenen Ivory Wayans,24.9,88,Action
Pumpkinhead,Stan Winston,29.05,86,Fantasy
Friday the 13th Part VII: the New Blood,John Carl Buechler,23.24,88,Horror
License to Drive,Greg Beeman,66.4,88,Comedy
Hellbound: Hellraiser II,Tony Randel,24.9,97,Horror
Frantic,Roman Polanski,166.0,120,Crime
Colors,Dennis Hopper,49.8,120,Action
My Stepmother Is an Alien,Richard Benjamin,166.0,105,Comedy
A Cry in the Dark,Fred Schepisi,124.5,120,Biography
The Lair of the White Worm,Ken Russell,20.75,93,Comedy
High Spirits,Neil Jordan,141.1,99,Comedy
Vampire's Kiss,Robert Bierman,16.6,103,Comedy
Return of the Living Dead II,Ken Wiederhorn,51.46,89,Comedy
The New Adventures of Pippi Longstocking,Ken Annakin,41.5,100,Adventure
Eight Men Out,John Sayles,49.8,119,Drama
Maniac Cop,William Lustig,9.13,85,Action
Women on the Verge of a Nervous Breakdown,Pedro AlmodÃ³var,5.81,88,Comedy
She's Having a Baby,John Hughes,166.0,106,Comedy
Tequila Sunrise,Robert Towne,190.9,115,Crime
Night of the Demons,Kevin Tenney,9.96,90,Comedy
Biloxi Blues,Mike Nichols,166.0,106,Comedy
Shag,Zelda Barron,41.5,98,Comedy
Cocoon: the Return,Daniel Petrie,145.25,116,Adventure
Poltergeist III,Gary Sherman,87.15,98,Horror
Waxwork,Anthony Hickox,24.9,95,Comedy
Funny Farm,George Roy Hill,157.7,101,Comedy
Fright Night Part 2,Tommy Lee Wallace,62.25,104,Comedy
Caddyshack II,Allan Arkush,166.0,98,Comedy
School Daze,Spike Lee,53.95,121,Comedy
Johnny Be Good,Bud S. Smith,182.6,91,Comedy
Short Circuit 2,Kenneth Johnson,124.5,110,Comedy
The Serpent and the Rainbow,Wes Craven,58.1,98,Fantasy
Monkey Shines,George A. Romero,58.1,113,Drama
Masquerade,Bob Swaim,99.6,91,Drama
Phantasm II,Don Coscarelli,24.9,97,Action
Tucker: The Man and His Dream,Francis Ford Coppola,190.9,110,Biography
Action Jackson,Craig R. Baxley,58.1,96,Action
"Bright Lights, Big City",James Bridges,207.5,107,Drama
Shoot to Kill,Roger Spottiswoode,124.5,110,Action
The Beast of War,Kevin Reynolds,66.4,111,Adventure
Lady in White,Frank LaLoggia,39.01,113,Fantasy
Gorillas in the Mist,Michael Apted,182.6,129,Biography
Alien Nation,Graham Baker,132.8,91,Action
Betrayed,Costa-Gavras,157.7,127,Crime
Miracle Mile,Steve De Jarnatt,30.71,87,Action
Appointment with Death,Michael Winner,49.8,102,Crime
Critters 2,Mick Garris,37.35,86,Comedy
Dead Heat,Mark Goldblatt,41.5,86,Action
Talk Radio,Oliver Stone,33.2,110,Drama
The Milagro Beanfield War,Robert Redford,182.6,117,Comedy
Fresh Horses,David Anspaugh,116.2,105,Drama
Jack's Back,Rowdy Herrington,8.3,97,Crime
Bird,Clint Eastwood,74.7,161,Biography
Punchline,David Seltzer,124.5,128,Comedy
Little Nikita,Richard Benjamin,124.5,98,Drama
Vibes,Ken Kwapis,149.4,99,Adventure
Red Scorpion,Joseph Zito,132.8,105,Action
Rocket Gibraltar,Daniel Petrie,24.9,99,Drama
Not of This Earth,Jim Wynorski,1.74,81,Comedy
1969,Ernest Thompson,58.1,95,Drama
Memories of Me,Henry Winkler,99.6,105,Comedy
The Couch Trip,Michael Ritchie,157.7,97,Comedy
Bad Dreams,Andrew Fleming,33.2,80,Horror
Another Woman,Woody Allen,83.0,81,Drama
Sunset,Blake Edwards,132.8,102,Crime
Cop,James B. Harris,24.9,110,Crime
Pulse,Paul Golding,49.8,91,Horror
Stormy Monday,Mike Figgis,33.2,93,Crime
Switching Channels,Ted Kotcheff,149.4,105,Comedy
Crossing Delancey,Joan Micklin Silver,33.2,97,Comedy
Shakedown,James Glickenhaus,49.8,97,Action
Everybody's All-American,Taylor Hackford,182.6,127,Drama
Heartbreak Hotel,Chris Columbus,107.9,97,Comedy
The Kiss,Pen Densham,49.8,101,Drama
Spellbinder,Janet Greek,49.8,99,Drama
Permanent Record,Marisa Silver,66.4,91,Drama
Illegally Yours,Peter Bogdanovich,107.9,102,Comedy
Track 29,Nicolas Roeg,41.5,90,Drama
Ernest Saves Christmas,John R. Cherry III,49.8,95,Comedy
Moon Over Parador,Paul Mazursky,166.0,103,Comedy
Off Limits,Christopher Crowe,99.6,102,Action
Tapeheads,Bill Fishman,24.9,93,Comedy
Apartment Zero,Martin Donovan,33.2,124,Drama
The Good Mother,Leonard Nimoy,116.2,103,Drama
Indiana Jones and the Last Crusade,Steven Spielberg,398.4,127,Action
Road House,Rowdy Herrington,141.1,114,Action
Batman,Tim Burton,290.5,126,Action
Bill & Ted's Excellent Adventure,Stephen Herek,83.0,90,Adventure
Dead Poets Society,Peter Weir,136.12,128,Comedy
The Little Mermaid,Ron Clements,332.0,83,Animation
The Abyss,James Cameron,581.0,140,Adventure
Back to the Future Part II,Robert Zemeckis,332.0,108,Adventure
Do the Right Thing,Spike Lee,53.95,120,Comedy
"Honey, I Shrunk the Kids",Joe Johnston,149.4,93,Adventure
Turner & Hooch,Roger Spottiswoode,107.9,97,Comedy
"Sex, Lies, and Videotape",Steven Soderbergh,9.96,100,Drama
When Harry Met Sally...,Rob Reiner,132.8,95,Comedy
Major League,David S. Ward,91.3,107,Comedy
Steel Magnolias,Herbert Ross,124.5,117,Comedy
Pet Sematary,Mary Lambert,95.45,103,Fantasy
Uncle Buck,John Hughes,124.5,100,Comedy
Ghostbusters II,Ivan Reitman,307.1,108,Action
Tango & Cash,Andrey Konchalovskiy,456.5,104,Action
Born on the Fourth of July,Oliver Stone,116.2,145,Biography
Glory,Edward Zwick,149.4,122,Biography
Parenthood,Ron Howard,166.0,124,Comedy
Lethal Weapon 2,Richard Donner,232.4,114,Action
National Lampoon's Christmas Vacation,Jeremiah S. Chechik,224.1,97,Comedy
The 'Burbs,Joe Dante,149.4,102,Comedy
License to Kill,John Glen,265.6,133,Action
Harlem Nights,Eddie Murphy,249.0,116,Comedy
Lock Up,John Flynn,199.2,109,Action
Warlock,Steve Miner,58.1,103,Action
"See No Evil, Hear No Evil",Arthur Hiller,149.4,103,Comedy
Casualties of War,Brian De Palma,186.75,113,Action
The Package,Andrew Davis,149.4,108,Action
The War of the Roses,Danny DeVito,215.8,116,Comedy
The Wizard,Todd Holland,49.8,100,Adventure
UHF,Jay Levey,41.5,97,Comedy
Look Who's Talking,Amy Heckerling,62.25,93,Comedy
Star Trek V: The Final Frontier,William Shatner,230.74,107,Action
All Dogs Go to Heaven,Don Bluth,114.54,84,Animation
Cyborg,Albert Pyun,4.15,86,Action
Always,Steven Spielberg,257.3,122,Drama
Leviathan,George P. Cosmatos,207.5,98,Adventure
Best of the Best,Robert Radler,41.5,97,Action
Dead Calm,Phillip Noyce,86.32,96,Horror
Kickboxer,Mark DiSalle,12.45,97,Action
Black Rain,Ridley Scott,249.0,125,Action
Troop Beverly Hills,Jeff Kanew,149.4,105,Adventure
Driving Miss Daisy,Bruce Beresford,62.25,99,Drama
Drugstore Cowboy,Gus Van Sant,20.75,101,Crime
A Nightmare on Elm Street 5: The Dream Child,Stephen Hopkins,49.8,89,Fantasy
Halloween 5: The Revenge of Michael Myers,Dominique Othenin-Girard,41.5,96,Horror
DeepStar Six,Sean S. Cunningham,66.4,99,Action
Sea of Love,Harold Becker,157.7,113,Crime
Skin Deep,Blake Edwards,74.7,101,Comedy
K-9,Rod Daniel,141.1,101,Action
Lean on Me,John G. Avildsen,83.0,108,Drama
Henry V,Kenneth Branagh,74.7,137,Action
Friday the 13th Part VIII: Jason Takes Manhattan,Rob Hedden,41.5,100,Adventure
Valmont,Milos Forman,273.9,137,Drama
Scandal,Michael Caton-Jones,58.1,106,Drama
The Fabulous Baker Boys,Steve Kloves,107.9,114,Comedy
Shocker,Wes Craven,41.5,109,Comedy
Next of Kin,John Irvin,99.6,108,Action
Mystery Train,Jim Jarmusch,23.24,110,Comedy
Blaze,Ron Shelton,182.6,120,Biography
The Rainbow,Ken Russell,99.5,113,Action
Gleaming the Cube,Graeme Clifford,83.0,105,Action
Fletch Lives,Michael Ritchie,66.4,95,Comedy
Communion,Philippe Mora,41.5,107,Biography
Crimes and Misdemeanors,Woody Allen,157.7,104,Comedy
Let It Ride,Joe Pytka,149.4,90,Comedy
Kill Me Again,John Dahl,33.2,94,Action
Chances Are,Emile Ardolino,132.8,108,Comedy
The Dream Team,Howard Zieff,124.5,113,Comedy
Little Nemo: Adventures in Slumberland,Masami Hata,290.5,85,Animation
Kinjite: Forbidden Subjects,J. Lee Thompson,41.5,97,Action
New York Stories,Woody Allen,124.5,124,Comedy
Cousins,Joel Schumacher,107.9,113,Comedy
Blind Fury,Phillip Noyce,83.0,86,Action
The Return of Swamp Thing,Jim Wynorski,33.2,88,Action
We're No Angels,Neil Jordan,166.0,106,Comedy
Johnny Handsome,Walter Hill,166.0,94,Crime
Fat Man and Little Boy,Roland JoffÃ©,249.0,127,Biography
Police Academy 6: City Under Siege,Peter Bonerz,99.6,84,Comedy
Pink Cadillac,Buddy Van Horn,157.7,122,Action
Three Fugitives,Francis Veber,124.5,96,Action
Robot Jox,Stuart Gordon,83.0,85,Action
No Holds Barred,Thomas J. Wright,66.4,93,Action
Wicked Stepmother,Larry Cohen,20.75,90,Comedy
Stepfather II: Make Room for Daddy,Jeff Burr,12.45,93,Horror
The Big Picture,Christopher Guest,41.5,100,Comedy
Parents,Bob Balaban,24.9,81,Comedy
Dad,Gary David Goldberg,157.7,117,Comedy
Speed Zone,Jim Drake,149.4,94,Action
Longtime Companion,Norman RenÃ©,24.9,96,Drama
Heart of Dixie,Martin Davidson,66.4,95,Drama
A Dry White Season,Euzhan Palcy,74.7,106,Drama
The Unbelievable Truth,Hal Hartley,0.62,90,Comedy
The Horror Show,James Isaac,24.9,95,Horror
The Toxic Avenger Part II,Michael Herz,19.09,102,Action
Dead Bang,John Frankenheimer,120.35,102,Action
Gross Anatomy,Thom Eberhardt,70.55,109,Drama
Renegades,Jack Sholder,132.8,106,Action
Sing,Richard Baskin,95.45,98,Drama
After Midnight,Jim Wheat,24.9,90,Horror
Damned River,Michael Schroeder,41.5,95,Action
Farewell to the King,John Milius,166.0,117,Action
Immediate Family,Jonathan Kaplan,116.2,95,Drama
In Country,Norman Jewison,149.4,120,Drama
"Enemies, A Love Story",Paul Mazursky,78.85,119,Comedy
Physical Evidence,Michael Crichton,141.1,99,Crime
Brenda Starr,Robert Ellis Miller,132.8,93,Adventure
How I Got Into College,Savage Steve Holland,83.0,86,Comedy
Old Gringo,Luis Puenzo,282.2,119,Adventure
Relentless,William Lustig,33.2,92,Crime
Cheetah,Jeff Blyth,41.5,83,Adventure
Rude Awakening,David Greenwalt,83.0,100,Comedy
Bloodhounds of Broadway,Howard Brookner,33.2,93,Comedy
The Lemon Sisters,Joyce Chopra,74.7,93,Comedy
Breaking In,Bill Forsyth,49.8,94,Adventure
Goodfellas,Martin Scorsese,207.5,146,Biography
The Godfather: Part III,Francis Ford Coppola,448.2,162,Crime
Total Recall,Paul Verhoeven,539.5,113,Action
Pretty Woman,Garry Marshall,116.2,119,Comedy
Home Alone,Chris Columbus,149.4,103,Comedy
Ghost,Jerry Zucker,182.6,127,Drama
Dances with Wolves,Kevin Costner,182.6,181,Adventure
Tremors,Ron Underwood,91.3,96,Comedy
Die Hard 2,Renny Harlin,581.0,124,Action
Misery,Rob Reiner,166.0,107,Drama
Kindergarten Cop,Ivan Reitman,124.5,111,Action
The Bonfire of the Vanities,Brian De Palma,390.1,125,Comedy
Teenage Mutant Ninja Turtles,Steve Barron,112.05,93,Action
Edward Scissorhands,Tim Burton,166.0,105,Drama
The Hunt for Red October,John McTiernan,249.0,135,Action
Dick Tracy,Warren Beatty,390.1,105,Action
Awakenings,Penny Marshall,257.3,121,Biography
Wild at Heart,David Lynch,78.85,125,Comedy
Predator 2,Stephen Hopkins,290.5,108,Action
RoboCop 2,Irvin Kershner,207.5,117,Action
Jacob's Ladder,Adrian Lyne,207.5,113,Drama
Back to the Future Part III,Robert Zemeckis,332.0,118,Adventure
Darkman,Sam Raimi,116.2,96,Action
The Hot Spot,Dennis Hopper,107.9,130,Crime
Cry-Baby,John Waters,91.3,85,Comedy
Presumed Innocent,Alan J. Pakula,182.6,127,Mystery
Arachnophobia,Frank Marshall,182.6,109,Comedy
Days of Thunder,Tony Scott,498.0,107,Action
King of New York,Abel Ferrara,43.99,103,Crime
Gremlins 2: The New Batch,Joe Dante,415.0,106,Comedy
Rocky V,John G. Avildsen,348.6,104,Drama
Young Guns II,Geoff Murphy,166.0,104,Action
Miller's Crossing,Joel Coen,116.2,115,Crime
Revenge,Tony Scott,182.6,124,Action
Mermaids,Richard Benjamin,166.0,110,Comedy
