Director,Duration (mins),Budget (INR Crores),Genre
Sandeep Reddy Vanga,95,137.3,Adventure
S.S. Rajamouli,162,139.35,Sci-Fi
Zoya Akhtar,91,340.88,Musical
Imtiaz Ali,93,94.31,Romance
Mani Ratnam,176,494.84,Horror
Imtiaz Ali,169,482.5,Comedy
Rohit Shetty,152,20.87,Romance
Sandeep Reddy Vanga,144,339.76,Musical
Atlee,109,422.08,Romance
Lokesh Kanagaraj,180,377.5,Biography
Prashanth Neel,168,137.76,Horror
S.S. Rajamouli,177,436.39,Drama
Zoya Akhtar,96,57.59,Adventure
Prashanth Neel,178,222.64,Comedy
Anurag Kashyap,96,41.96,Animation
Vishal Bhardwaj,97,363.1,Horror
Ayan Mukerji,171,99.26,Fantasy
S.S. Rajamouli,109,465.42,Adventure
Vishal Bhardwaj,96,175.43,Adventure
Rohit Shetty,134,343.05,Fantasy
Shoojit Sircar,103,259.22,Biography
Zoya Akhtar,179,361.27,Crime
Karan Johar,132,380.52,Historical
S.S. Rajamouli,123,484.77,Musical
Mani Ratnam,159,139.47,Horror
Shoojit Sircar,124,159.95,Romantic Comedy
Sriram Raghavan,119,454.14,Historical
Atlee,110,28.9,Adventure
Rajkumar Hirani,173,416.17,Musical
Shoojit Sircar,95,233.28,Musical
Sriram Raghavan,110,100.55,Drama
Sandeep Reddy Vanga,151,481.84,Sci-Fi
Karan Johar,90,231.79,Fantasy
Sandeep Reddy Vanga,142,380.96,Action
Karan Johar,109,408.87,Crime
Atlee,178,271.12,Thriller
S.S. Rajamouli,94,311.89,Musical
Sanjay Leela Bhansali,133,91.38,Adventure
Sanjay Leela Bhansali,132,485.3,Romance
Rohit Shetty,160,403.83,Action
Kabir Khan,163,493.6,Biography
Lokesh Kanagaraj,117,77.65,Drama
Sandeep Reddy Vanga,136,285.86,Adventure
Rajkumar Hirani,162,272.17,Fantasy
Sandeep Reddy Vanga,128,70.52,Thriller
Ayan Mukerji,112,104.63,Thriller
Shoojit Sircar,104,83.27,Animation
S.S. Rajamouli,119,319.05,Historical
Prashanth Neel,129,359.59,Biography
Anurag Basu,116,293.45,Musical
Shoojit Sircar,156,142.81,Horror
Sandeep Reddy Vanga,151,265.01,Romance
Karan Johar,122,379.7,Horror
Prashanth Neel,161,286.01,Musical
Lokesh Kanagaraj,109,133.81,Historical
Sandeep Reddy Vanga,127,329.62,Sci-Fi
Karan Johar,91,61.35,Animation
Vishal Bhardwaj,140,421.78,Romance
Karan Johar,94,105.89,Historical
Anurag Basu,123,40.24,Fantasy
Sriram Raghavan,130,403.08,Adventure
Zoya Akhtar,149,406.77,Action
S.S. Rajamouli,164,437.13,Musical
Imtiaz Ali,133,462.95,Adventure
Shoojit Sircar,113,116.05,Action
Zoya Akhtar,179,497.88,Action
Rajkumar Hirani,136,150.64,Animation
Zoya Akhtar,110,482.13,Sci-Fi
S.S. Rajamouli,164,143.17,Fantasy
Zoya Akhtar,157,49.32,Biography
Lokesh Kanagaraj,114,90.72,Adventure
Lokesh Kanagaraj,117,438.86,Crime
Ayan Mukerji,95,203.6,Drama
Kabir Khan,172,50.52,Adventure
Anurag Basu,134,166.47,Romantic Comedy
Sanjay Leela Bhansali,134,121.21,Musical
S.S. Rajamouli,158,76.59,Romance
Rohit Shetty,114,486.74,Drama
S.S. Rajamouli,135,445.42,Crime
Zoya Akhtar,164,416.19,Biography
Karan Johar,117,84.99,Comedy
S.S. Rajamouli,154,107.57,Romance
Kabir Khan,171,165.79,Crime
Vishal Bhardwaj,139,153.46,Crime
Rajkumar Hirani,105,152.45,Drama
Rohit Shetty,127,56.87,Animation
Vishal Bhardwaj,94,178.5,Thriller
Sanjay Leela Bhansali,176,47.85,Thriller
Vishal Bhardwaj,168,53.71,Action
Atlee,159,84.09,Romantic Comedy
Shoojit Sircar,123,88.47,Drama
Kabir Khan,109,191.5,Crime
Zoya Akhtar,145,162.23,Horror
Kabir Khan,114,382.55,Musical
Sanjay Leela Bhansali,160,228.9,Historical
S.S. Rajamouli,131,196.88,Action
Vishal Bhardwaj,157,387.44,Crime
Zoya Akhtar,111,154.91,Drama
Anurag Kashyap,175,205.9,Horror
Lokesh Kanagaraj,148,467.96,Sci-Fi
Imtiaz Ali,167,388.22,Horror
S.S. Rajamouli,138,83.63,Comedy
Rajkumar Hirani,143,31.09,Musical
Zoya Akhtar,162,88.16,Romance
Anurag Basu,168,487.19,Adventure
Sanjay Leela Bhansali,168,357.45,Drama
Zoya Akhtar,110,251.22,Adventure
Imtiaz Ali,116,157.36,Adventure
Lokesh Kanagaraj,143,164.19,Drama
Sanjay Leela Bhansali,90,478.67,Biography
Shoojit Sircar,169,138.24,Action
Sandeep Reddy Vanga,161,67.58,Sci-Fi
S.S. Rajamouli,120,425.93,Animation
Sandeep Reddy Vanga,168,465.59,Biography
Rohit Shetty,140,93.08,Thriller
Anurag Basu,161,393.84,Biography
Kabir Khan,126,373.41,Romantic Comedy
Ayan Mukerji,142,373.37,Biography
Zoya Akhtar,102,382.24,Comedy
Mani Ratnam,107,366.34,Fantasy
S.S. Rajamouli,101,390.98,Romantic Comedy
Imtiaz Ali,140,54.0,Action
Kabir Khan,179,444.93,Drama
S.S. Rajamouli,123,272.17,Horror
Sandeep Reddy Vanga,152,133.0,Action
Rajkumar Hirani,161,197.17,Romantic Comedy
Rajkumar Hirani,177,35.2,Romantic Comedy
S.S. Rajamouli,94,460.37,Sci-Fi
Mani Ratnam,176,156.25,Romance
Imtiaz Ali,148,317.6,Biography
Prashanth Neel,91,387.43,Action
Sanjay Leela Bhansali,178,251.59,Musical
Rohit Shetty,126,412.62,Historical
Rohit Shetty,128,349.9,Drama
Sandeep Reddy Vanga,157,393.18,Sci-Fi
S.S. Rajamouli,149,78.39,Biography
Sriram Raghavan,152,278.91,Musical
Shoojit Sircar,126,351.48,Horror
S.S. Rajamouli,133,368.66,Crime
Rohit Shetty,107,315.41,Horror
Ayan Mukerji,136,128.2,Sci-Fi
Kabir Khan,95,198.88,Romance
S.S. Rajamouli,133,51.1,Fantasy
Sriram Raghavan,143,268.28,Biography
Imtiaz Ali,120,33.88,Musical
Ayan Mukerji,128,422.19,Drama
Kabir Khan,126,264.37,Sci-Fi
Karan Johar,93,52.59,Fantasy
Kabir Khan,123,401.03,Romance
Rajkumar Hirani,126,112.22,Drama
Ayan Mukerji,135,89.86,Horror
Sanjay Leela Bhansali,131,145.97,Musical
Prashanth Neel,116,350.14,Crime
Lokesh Kanagaraj,145,114.95,Comedy
S.S. Rajamouli,91,304.41,Action
Anurag Basu,128,485.07,Horror
Atlee,149,144.55,Historical
Prashanth Neel,135,301.55,Romantic Comedy
Karan Johar,118,246.42,Romantic Comedy
Ayan Mukerji,141,227.0,Action
Rajkumar Hirani,125,249.16,Sci-Fi
Atlee,121,275.47,Romantic Comedy
Anurag Kashyap,108,189.18,Romantic Comedy
Shoojit Sircar,155,173.57,Action
Sandeep Reddy Vanga,129,391.45,Drama
Rohit Shetty,176,268.52,Fantasy
Rohit Shetty,167,358.17,Horror
Atlee,150,285.43,Drama
Rohit Shetty,103,126.11,Romantic Comedy
Mani Ratnam,116,386.11,Historical
Rohit Shetty,180,194.8,Horror
Vishal Bhardwaj,152,259.75,Crime
Sanjay Leela Bhansali,135,397.56,Historical
Rajkumar Hirani,108,439.28,Historical
Ayan Mukerji,171,477.54,Historical
Karan Johar,166,495.84,Biography
Sanjay Leela Bhansali,136,294.37,Comedy
Kabir Khan,150,64.76,Animation
Sriram Raghavan,129,441.81,Action
Sandeep Reddy Vanga,127,282.89,Action
S.S. Rajamouli,104,177.8,Animation
Lokesh Kanagaraj,169,378.43,Romance
S.S. Rajamouli,103,112.34,Horror
Anurag Basu,171,188.03,Crime
S.S. Rajamouli,164,359.86,Historical
Karan Johar,100,176.2,Adventure
Anurag Kashyap,117,179.84,Adventure
Atlee,150,154.49,Sci-Fi
Zoya Akhtar,90,103.38,Comedy
Anurag Basu,146,456.54,Animation
Shoojit Sircar,165,160.83,Romantic Comedy
Kabir Khan,154,83.17,Horror
Kabir Khan,111,249.36,Action
Sandeep Reddy Vanga,127,306.27,Musical
Vishal Bhardwaj,166,116.18,Fantasy
Sanjay Leela Bhansali,118,232.27,Thriller
Prashanth Neel,104,224.67,Musical
Sriram Raghavan,140,386.36,Crime
Shoojit Sircar,180,151.53,Horror
Vishal Bhardwaj,125,210.96,Thriller
Atlee,137,313.52,Musical
Ayan Mukerji,165,21.01,Thriller
S.S. Rajamouli,119,123.08,Historical
Ayan Mukerji,165,110.73,Musical
Ayan Mukerji,144,442.06,Thriller
Shoojit Sircar,110,66.67,Romance
Mani Ratnam,155,159.31,Romance
Zoya Akhtar,106,242.69,Musical
Ayan Mukerji,171,276.19,Romantic Comedy
Sriram Raghavan,167,484.74,Biography
Lokesh Kanagaraj,100,231.68,Animation
S.S. Rajamouli,131,203.73,Crime
S.S. Rajamouli,107,486.04,Horror
Prashanth Neel,174,248.42,Drama
S.S. Rajamouli,132,358.07,Drama
Shoojit Sircar,93,326.48,Action
Prashanth Neel,112,356.97,Romance
Karan Johar,99,162.74,Adventure
Anurag Kashyap,97,195.02,Comedy
Karan Johar,180,152.5,Comedy
Lokesh Kanagaraj,163,111.87,Romance
Prashanth Neel,108,405.31,Fantasy
Sriram Raghavan,113,401.59,Crime
Zoya Akhtar,158,26.93,Sci-Fi
Mani Ratnam,130,298.89,Romance
Anurag Kashyap,126,296.46,Biography
Kabir Khan,103,482.81,Animation
Mani Ratnam,169,217.68,Sci-Fi
S.S. Rajamouli,97,276.0,Animation
Shoojit Sircar,113,156.12,Animation
Ayan Mukerji,96,87.16,Animation
Anurag Basu,162,168.33,Adventure
Mani Ratnam,157,473.4,Fantasy
Rohit Shetty,94,307.83,Romantic Comedy
Rajkumar Hirani,153,388.14,Horror
Atlee,174,373.65,Drama
Sanjay Leela Bhansali,150,289.28,Crime
Atlee,178,429.13,Drama
Vishal Bhardwaj,170,127.11,Crime
Kabir Khan,133,100.68,Musical
S.S. Rajamouli,180,39.24,Adventure
Ayan Mukerji,160,307.33,Musical
Lokesh Kanagaraj,113,421.47,Thriller
Sanjay Leela Bhansali,98,58.89,Horror
Rohit Shetty,145,301.62,Musical
Anurag Basu,107,465.2,Musical
Anurag Kashyap,157,286.81,Adventure
Atlee,99,228.77,Drama
Sanjay Leela Bhansali,97,487.69,Romantic Comedy
Prashanth Neel,117,291.91,Musical
S.S. Rajamouli,139,225.18,Sci-Fi
Kabir Khan,111,277.29,Biography
Rajkumar Hirani,95,290.54,Romantic Comedy
Zoya Akhtar,166,53.29,Musical
Kabir Khan,143,253.67,Horror
Karan Johar,107,382.4,Action
Sandeep Reddy Vanga,171,190.39,Historical
Karan Johar,151,242.41,Crime
Vishal Bhardwaj,153,354.95,Fantasy
Imtiaz Ali,153,199.12,Romance
S.S. Rajamouli,133,360.3,Historical
Atlee,102,442.64,Romantic Comedy
Karan Johar,134,407.91,Adventure
Rohit Shetty,101,473.28,Romantic Comedy
S.S. Rajamouli,96,144.01,Romantic Comedy
Shoojit Sircar,151,173.13,Historical
Karan Johar,140,322.98,Adventure
S.S. Rajamouli,93,387.13,Animation
Anurag Basu,154,480.23,Crime
Vishal Bhardwaj,96,98.12,Romantic Comedy
Kabir Khan,95,284.56,Historical
Zoya Akhtar,93,63.93,Drama
S.S. Rajamouli,120,278.23,Thriller
Karan Johar,162,344.23,Sci-Fi
Kabir Khan,146,119.54,Comedy
Rajkumar Hirani,95,220.06,Biography
Karan Johar,103,292.04,Romance
Mani Ratnam,176,31.39,Biography
Karan Johar,131,321.68,Fantasy
Imtiaz Ali,108,215.96,Musical
Sriram Raghavan,173,60.44,Thriller
Shoojit Sircar,101,145.75,Musical
S.S. Rajamouli,139,232.13,Comedy
Sriram Raghavan,160,151.01,Sci-Fi
Rajkumar Hirani,139,473.26,Historical
Prashanth Neel,96,172.31,Adventure
Anurag Kashyap,169,85.56,Comedy
Kabir Khan,91,188.32,Drama
Rajkumar Hirani,170,64.62,Fantasy
S.S. Rajamouli,93,257.49,Historical
Anurag Basu,154,33.56,Fantasy
Sanjay Leela Bhansali,179,377.49,Adventure
Karan Johar,143,202.29,Adventure
Sandeep Reddy Vanga,110,271.21,Romantic Comedy
Vishal Bhardwaj,154,325.2,Thriller
Sandeep Reddy Vanga,97,171.55,Drama
Rohit Shetty,90,152.03,Musical
Prashanth Neel,173,111.54,Adventure
Sanjay Leela Bhansali,158,425.52,Action
Ayan Mukerji,142,423.63,Historical
S.S. Rajamouli,105,375.66,Action
Sriram Raghavan,90,293.89,Action
Anurag Basu,104,269.64,Horror
Anurag Basu,117,459.06,Fantasy
Rajkumar Hirani,117,301.11,Fantasy
Shoojit Sircar,139,105.23,Fantasy
Anurag Basu,142,378.35,Horror
Shoojit Sircar,156,124.59,Thriller
Rajkumar Hirani,179,308.47,Comedy
Ayan Mukerji,143,320.67,Sci-Fi
Rajkumar Hirani,140,463.93,Biography
Vishal Bhardwaj,157,498.82,Biography
Imtiaz Ali,179,276.9,Romance
Prashanth Neel,106,218.99,Thriller
S.S. Rajamouli,180,305.28,Fantasy
Atlee,149,400.15,Historical
Vishal Bhardwaj,92,307.79,Thriller
Shoojit Sircar,94,133.35,Adventure
Anurag Basu,115,133.93,Musical
Sanjay Leela Bhansali,111,23.8,Adventure
Prashanth Neel,143,414.91,Romance
Vishal Bhardwaj,129,493.42,Historical
Sanjay Leela Bhansali,101,325.53,Fantasy
Sanjay Leela Bhansali,168,20.52,Horror
Lokesh Kanagaraj,152,187.55,Animation
Ayan Mukerji,102,143.47,Biography
Zoya Akhtar,117,72.6,Comedy
Zoya Akhtar,150,278.75,Drama
Sriram Raghavan,135,272.95,Action
Imtiaz Ali,149,224.3,Crime
Anurag Basu,93,174.74,Sci-Fi
Rohit Shetty,142,286.28,Adventure
Karan Johar,93,319.76,Musical
Anurag Basu,114,62.63,Biography
Atlee,95,218.08,Sci-Fi
Sriram Raghavan,113,38.64,Sci-Fi
Karan Johar,132,375.54,Fantasy
Prashanth Neel,91,255.35,Animation
Prashanth Neel,143,413.29,Romantic Comedy
Anurag Basu,166,45.85,Animation
Kabir Khan,115,374.78,Adventure
S.S. Rajamouli,178,351.43,Drama
Rajkumar Hirani,155,59.01,Adventure
Mani Ratnam,102,51.21,Comedy
Sriram Raghavan,95,227.17,Thriller
Shoojit Sircar,99,129.71,Sci-Fi
S.S. Rajamouli,150,279.03,Romance
Ayan Mukerji,102,297.92,Drama
Ayan Mukerji,108,460.66,Romance
S.S. Rajamouli,169,331.98,Fantasy
Mani Ratnam,116,54.47,Romantic Comedy
Rohit Shetty,167,443.54,Biography
Lokesh Kanagaraj,109,361.12,Fantasy
Anurag Kashyap,121,414.48,Historical
Anurag Basu,103,97.71,Fantasy
S.S. Rajamouli,98,117.37,Fantasy
Prashanth Neel,133,25.61,Romance
Lokesh Kanagaraj,158,488.41,Historical
Sriram Raghavan,124,443.89,Adventure
Prashanth Neel,134,300.49,Animation
Anurag Kashyap,107,421.44,Horror
Anurag Kashyap,91,473.12,Action
Rohit Shetty,176,268.12,Romance
Anurag Kashyap,150,257.96,Drama
Imtiaz Ali,180,188.65,Fantasy
Sanjay Leela Bhansali,177,109.01,Animation
S.S. Rajamouli,94,158.74,Thriller
Shoojit Sircar,105,343.77,Musical
Atlee,120,211.97,Musical
Rohit Shetty,127,351.7,Crime
Kabir Khan,126,171.39,Romance
Sriram Raghavan,160,420.7,Horror
Atlee,108,468.52,Crime
Sandeep Reddy Vanga,121,417.77,Sci-Fi
Ayan Mukerji,138,335.24,Musical
Kabir Khan,176,94.29,Animation
Ayan Mukerji,164,178.83,Thriller
Imtiaz Ali,113,59.26,Romantic Comedy
Anurag Kashyap,106,210.48,Sci-Fi
Prashanth Neel,107,494.61,Comedy
S.S. Rajamouli,148,417.68,Horror
Sriram Raghavan,120,320.71,Romance
Sriram Raghavan,132,293.09,Musical
Rajkumar Hirani,176,41.46,Romantic Comedy
Rohit Shetty,175,409.22,Crime
Sandeep Reddy Vanga,122,190.38,Horror
Mani Ratnam,126,191.85,Animation
Vishal Bhardwaj,108,216.91,Crime
Lokesh Kanagaraj,171,276.39,Crime
Sriram Raghavan,102,36.4,Thriller
Vishal Bhardwaj,101,236.75,Thriller
Shoojit Sircar,104,72.19,Romantic Comedy
S.S. Rajamouli,133,318.77,Sci-Fi
S.S. Rajamouli,177,172.08,Adventure
Sanjay Leela Bhansali,164,138.88,Animation
Vishal Bhardwaj,119,21.77,Horror
Lokesh Kanagaraj,162,74.69,Romantic Comedy
Shoojit Sircar,96,37.15,Romantic Comedy
Sriram Raghavan,109,381.58,Sci-Fi
Anurag Kashyap,149,363.34,Fantasy
Shoojit Sircar,139,294.13,Animation
Rajkumar Hirani,150,262.18,Historical
Atlee,174,411.54,Historical
Sanjay Leela Bhansali,111,313.8,Comedy
Karan Johar,170,452.71,Animation
Shoojit Sircar,117,453.22,Action
Sriram Raghavan,131,381.3,Drama
Imtiaz Ali,166,255.81,Crime
Ayan Mukerji,155,134.64,Drama
S.S. Rajamouli,91,365.54,Comedy
Imtiaz Ali,165,293.62,Musical
Anurag Basu,139,24.52,Adventure
Atlee,161,45.02,Animation
Sriram Raghavan,145,312.22,Sci-Fi
Imtiaz Ali,158,312.7,Adventure
Atlee,94,244.03,Action
Rajkumar Hirani,164,296.5,Romance
Ayan Mukerji,149,337.39,Horror
Kabir Khan,151,118.96,Historical
Atlee,137,163.04,Biography
Sriram Raghavan,157,170.99,Crime
Shoojit Sircar,176,282.61,Romance
Zoya Akhtar,152,415.5,Fantasy
Ayan Mukerji,136,251.2,Adventure
Rohit Shetty,143,276.73,Romance
Shoojit Sircar,105,183.14,Romantic Comedy
Atlee,154,106.3,Action
Prashanth Neel,141,48.31,Drama
Sandeep Reddy Vanga,175,20.99,Crime
Rajkumar Hirani,159,351.77,Drama
S.S. Rajamouli,149,418.4,Sci-Fi
Mani Ratnam,137,293.22,Historical
Sandeep Reddy Vanga,176,308.89,Sci-Fi
Vishal Bhardwaj,149,97.02,Action
Vishal Bhardwaj,103,24.87,Crime
Atlee,155,257.7,Sci-Fi
Sanjay Leela Bhansali,91,263.76,Fantasy
Shoojit Sircar,176,79.48,Animation
Shoojit Sircar,166,290.31,Animation
Prashanth Neel,162,448.33,Sci-Fi
Shoojit Sircar,165,385.24,Animation
Rohit Shetty,90,231.02,Musical
Mani Ratnam,115,386.83,Animation
Anurag Basu,101,219.76,Comedy
Shoojit Sircar,148,145.32,Romance
Anurag Kashyap,163,342.29,Comedy
Kabir Khan,122,314.17,Thriller
Anurag Kashyap,110,437.39,Adventure
Lokesh Kanagaraj,155,268.91,Romance
Sriram Raghavan,174,32.41,Action
Zoya Akhtar,155,335.21,Musical
Ayan Mukerji,180,450.94,Comedy
Rohit Shetty,164,329.18,Romance
Zoya Akhtar,155,304.89,Horror
Sandeep Reddy Vanga,163,276.44,Thriller
Karan Johar,117,94.85,Drama
Anurag Kashyap,139,298.52,Fantasy
Lokesh Kanagaraj,121,155.67,Historical
Rohit Shetty,148,303.92,Animation
Zoya Akhtar,161,375.94,Romantic Comedy
Rohit Shetty,105,261.31,Historical
S.S. Rajamouli,141,466.71,Drama
Anurag Kashyap,131,399.6,Animation
Ayan Mukerji,128,146.94,Sci-Fi
Rohit Shetty,114,254.36,Fantasy
Vishal Bhardwaj,97,62.65,Action
Lokesh Kanagaraj,173,267.95,Biography
Mani Ratnam,91,322.39,Fantasy
Mani Ratnam,172,48.9,Romantic Comedy
S.S. Rajamouli,112,253.43,Musical
Shoojit Sircar,123,163.18,Adventure
Prashanth Neel,91,483.96,Thriller
S.S. Rajamouli,161,360.26,Comedy
Anurag Basu,132,416.58,Horror
Kabir Khan,117,263.77,Animation
Ayan Mukerji,128,305.11,Fantasy
Prashanth Neel,143,369.55,Romance
Vishal Bhardwaj,167,152.08,Thriller
Sriram Raghavan,117,84.17,Animation
S.S. Rajamouli,140,65.03,Adventure
Vishal Bhardwaj,113,410.64,Romantic Comedy
Kabir Khan,145,40.05,Drama
Shoojit Sircar,93,490.48,Adventure
Sandeep Reddy Vanga,151,418.39,Romance
Prashanth Neel,168,195.09,Romance
Atlee,175,45.64,Biography
Lokesh Kanagaraj,112,264.13,Drama
Sriram Raghavan,98,313.49,Horror
Kabir Khan,152,105.3,Biography
Sriram Raghavan,117,29.62,Historical
Ayan Mukerji,94,299.25,Historical
Zoya Akhtar,145,337.36,Romance
Prashanth Neel,160,113.48,Adventure
Atlee,169,445.63,Drama
Zoya Akhtar,112,128.43,Biography
Sandeep Reddy Vanga,136,68.89,Historical
Ayan Mukerji,95,231.95,Romantic Comedy
Anurag Kashyap,162,479.66,Romance
Sriram Raghavan,160,343.68,Thriller
Prashanth Neel,98,109.97,Horror
Prashanth Neel,123,430.68,Romance
S.S. Rajamouli,156,477.06,Sci-Fi
Rajkumar Hirani,164,307.7,Action
Rohit Shetty,113,262.72,Animation
Anurag Basu,174,236.2,Romantic Comedy
Vishal Bhardwaj,127,300.89,Animation
Sandeep Reddy Vanga,162,32.98,Fantasy
Karan Johar,128,159.46,Crime
Anurag Basu,124,105.23,Musical
Sandeep Reddy Vanga,115,404.35,Romance
Anurag Basu,111,141.98,Musical
S.S. Rajamouli,96,475.19,Historical
Mani Ratnam,103,214.86,Horror
Kabir Khan,106,394.06,Adventure
Rohit Shetty,151,408.69,Animation
Imtiaz Ali,107,227.66,Romance
S.S. Rajamouli,119,90.69,Musical
Shoojit Sircar,115,151.02,Romantic Comedy
Sandeep Reddy Vanga,122,188.77,Sci-Fi
Mani Ratnam,145,125.35,Romantic Comedy
Sanjay Leela Bhansali,122,369.42,Horror
Vishal Bhardwaj,165,216.61,Historical
Anurag Kashyap,158,237.32,Historical
S.S. Rajamouli,157,184.19,Biography
Lokesh Kanagaraj,110,141.95,Action
Sanjay Leela Bhansali,143,271.72,Fantasy
Sandeep Reddy Vanga,172,185.75,Historical
Sriram Raghavan,121,430.06,Musical
Vishal Bhardwaj,91,440.71,Biography
Zoya Akhtar,101,245.94,Crime
Anurag Basu,176,222.85,Comedy
Atlee,122,69.89,Fantasy
Rohit Shetty,129,133.33,Romance
Rajkumar Hirani,143,496.65,Romance
Kabir Khan,139,414.39,Romantic Comedy
Sriram Raghavan,170,301.4,Sci-Fi
Zoya Akhtar,115,282.44,Action
Anurag Basu,174,75.78,Crime
Sriram Raghavan,110,177.78,Musical
Karan Johar,124,274.03,Action
Kabir Khan,99,342.81,Romance
Zoya Akhtar,103,459.67,Comedy
Rajkumar Hirani,113,230.93,Adventure
Vishal Bhardwaj,160,207.86,Romance
Sandeep Reddy Vanga,114,22.67,Biography
Zoya Akhtar,119,110.67,Horror
Karan Johar,172,264.24,Adventure
Rohit Shetty,119,57.29,Romantic Comedy
Zoya Akhtar,94,381.45,Animation
Imtiaz Ali,170,150.35,Historical
S.S. Rajamouli,111,287.99,Musical
Kabir Khan,117,315.39,Romantic Comedy
Sriram Raghavan,92,331.92,Romantic Comedy
Mani Ratnam,110,22.25,Thriller
Anurag Kashyap,175,178.11,Sci-Fi
Zoya Akhtar,178,204.46,Comedy
Anurag Kashyap,110,233.41,Horror
Shoojit Sircar,119,332.37,Romance
Sandeep Reddy Vanga,144,378.58,Action
Mani Ratnam,165,237.87,Adventure
Atlee,140,449.26,Sci-Fi
Rajkumar Hirani,127,223.33,Thriller
Anurag Basu,157,418.37,Drama
Vishal Bhardwaj,178,344.47,Biography
S.S. Rajamouli,153,167.1,Adventure
Sriram Raghavan,121,272.27,Biography
S.S. Rajamouli,129,374.44,Fantasy
Prashanth Neel,146,53.69,Biography
Shoojit Sircar,101,246.12,Historical
Anurag Basu,132,171.96,Thriller
Zoya Akhtar,165,48.86,Action
Imtiaz Ali,129,108.81,Historical
Vishal Bhardwaj,179,64.63,Sci-Fi
Rohit Shetty,158,256.56,Historical
Anurag Basu,125,477.32,Fantasy
S.S. Rajamouli,116,356.49,Romantic Comedy
Shoojit Sircar,163,40.74,Musical
Sandeep Reddy Vanga,135,412.93,Romantic Comedy
Prashanth Neel,138,183.42,Animation
Rohit Shetty,142,484.33,Biography
Sandeep Reddy Vanga,93,142.25,Adventure
Kabir Khan,137,113.21,Comedy
Vishal Bhardwaj,107,137.73,Fantasy
Rajkumar Hirani,117,412.39,Biography
Rohit Shetty,102,164.17,Sci-Fi
Sanjay Leela Bhansali,118,449.03,Thriller
Prashanth Neel,126,172.85,Crime
S.S. Rajamouli,120,152.34,Comedy
Vishal Bhardwaj,96,46.8,Comedy
Ayan Mukerji,138,266.0,Comedy
Karan Johar,175,240.57,Historical
Rajkumar Hirani,143,295.57,Animation
Prashanth Neel,115,221.57,Sci-Fi
Vishal Bhardwaj,117,496.86,Romantic Comedy
Imtiaz Ali,151,467.05,Animation
Rajkumar Hirani,171,197.67,Action
Lokesh Kanagaraj,164,350.74,Horror
Lokesh Kanagaraj,129,260.63,Drama
Sandeep Reddy Vanga,142,187.96,Horror
Prashanth Neel,116,52.3,Thriller
Prashanth Neel,104,362.49,Action
Imtiaz Ali,128,43.69,Musical
Prashanth Neel,128,116.77,Drama
Anurag Kashyap,169,228.51,Animation
Mani Ratnam,150,266.42,Biography
Imtiaz Ali,154,401.92,Drama
Imtiaz Ali,145,78.39,Animation
Prashanth Neel,116,151.75,Romantic Comedy
Lokesh Kanagaraj,161,392.59,Comedy
Vishal Bhardwaj,106,42.27,Action
Karan Johar,109,487.06,Animation
Anurag Kashyap,173,73.58,Romantic Comedy
Prashanth Neel,157,174.92,Comedy
Sanjay Leela Bhansali,124,265.26,Horror
Zoya Akhtar,114,315.27,Historical
Lokesh Kanagaraj,90,497.41,Sci-Fi
S.S. Rajamouli,102,168.12,Comedy
Atlee,144,43.25,Comedy
Karan Johar,123,87.94,Animation
Karan Johar,146,80.26,Action
Rohit Shetty,136,483.77,Drama
Sanjay Leela Bhansali,130,476.5,Musical
Kabir Khan,159,426.49,Thriller
Sriram Raghavan,163,153.27,Animation
Sriram Raghavan,157,113.31,Historical
Imtiaz Ali,94,88.61,Fantasy
Rohit Shetty,160,112.23,Crime
Atlee,149,179.39,Musical
Lokesh Kanagaraj,156,458.96,Comedy
S.S. Rajamouli,138,280.64,Fantasy
Karan Johar,103,371.54,Animation
Kabir Khan,136,144.08,Thriller
Prashanth Neel,138,365.42,Horror
Rohit Shetty,112,397.49,Crime
Anurag Kashyap,179,194.88,Action
Vishal Bhardwaj,166,259.17,Biography
Lokesh Kanagaraj,96,220.97,Animation
